GeneID,ftype,gene,EC_number,product,locus_tag,function,BRO_1_ANAMMOX,BRO_2_ANAMMOX,BRO_1_SP_ELECTRODE,BRO_2_SP_ELECTRODE,,GeneID
PROKKA_49103,CDS,,,hypothetical protein,,,158,237,22,73,,PROKKA_49103_CDS___hypothetical protein__
PROKKA_49104,CDS,,,chromosome partitioning protein,BROSI_A2841,,111,177,19,28,,PROKKA_49104_CDS___chromosome partitioning protein_BROSI_A2841_
PROKKA_49105,CDS,,,hypothetical protein,,,239,470,33,28,,PROKKA_49105_CDS___hypothetical protein__
PROKKA_49106,CDS,,,transcriptional regulator protein,BROSI_A2843,,329,535,30,46,,PROKKA_49106_CDS___transcriptional regulator protein_BROSI_A2843_
PROKKA_49107,CDS,,,chaperonin GroEL,BROSI_A2845,,270,383,84,123,,PROKKA_49107_CDS___chaperonin GroEL_BROSI_A2845_
PROKKA_49108,CDS,,,chaperonin GroES,BROSI_A2846,,50,34,15,25,,PROKKA_49108_CDS___chaperonin GroES_BROSI_A2846_
PROKKA_49109,CDS,,,chaperonin GroEL,BROSI_A2847,,906,1749,502,443,,PROKKA_49109_CDS___chaperonin GroEL_BROSI_A2847_
PROKKA_49110,CDS,,,molecular chaperone,BROSI_A2848,,207,400,99,102,,PROKKA_49110_CDS___molecular chaperone_BROSI_A2848_
PROKKA_49111,CDS,,,FmdB family regulatory protein,SCALIN_C05_0031,,43,51,6,14,,PROKKA_49111_CDS___FmdB family regulatory protein_SCALIN_C05_0031_
PROKKA_49112,CDS,yacG_3,,DNA gyrase inhibitor YacG,,,78,126,16,25,,PROKKA_49112_CDS_yacG_3__DNA gyrase inhibitor YacG__
PROKKA_49113,CDS,,,hypothetical protein,,,400,690,138,158,,PROKKA_49113_CDS___hypothetical protein__
PROKKA_49114,CDS,,,GTP-binding protein,BROSI_A2852,,1192,2276,269,370,,PROKKA_49114_CDS___GTP-binding protein_BROSI_A2852_
PROKKA_49115,CDS,,,putative membrane protein,,,107,152,20,22,,PROKKA_49115_CDS___putative membrane protein__
PROKKA_49116,CDS,,,carbon starvation protein,BROSI_A2018,,226,407,82,92,,PROKKA_49116_CDS___carbon starvation protein_BROSI_A2018_
PROKKA_49118,CDS,mscL_6,,Large-conductance mechanosensitive channel,,,262,475,18,53,,PROKKA_49118_CDS_mscL_6__Large-conductance mechanosensitive channel__
PROKKA_49119,CDS,,,hypothetical protein,,,323,551,34,82,,PROKKA_49119_CDS___hypothetical protein__
PROKKA_49120,CDS,,,serine/threonine protein kinase,BROSI_A2069,,268,391,27,87,,PROKKA_49120_CDS___serine/threonine protein kinase_BROSI_A2069_
PROKKA_49121,CDS,,,hypothetical protein,,,104,202,31,58,,PROKKA_49121_CDS___hypothetical protein__
PROKKA_49122,CDS,,,histone family protein DNA-binding protein,BROSI_A2071,,99,224,9,5,,PROKKA_49122_CDS___histone family protein DNA-binding protein_BROSI_A2071_
PROKKA_49123,CDS,rpmH_9,,50S ribosomal protein L34,,,36,72,5,4,,PROKKA_49123_CDS_rpmH_9__50S ribosomal protein L34__
PROKKA_49124,CDS,,,4Fe-4S ferredoxin,BROSI_A2072,,178,239,46,81,,PROKKA_49124_CDS___4Fe-4S ferredoxin_BROSI_A2072_
PROKKA_49125,CDS,,,ribosomal RNA large subunit methyltransferase,BROSI_A2075,,167,286,82,171,,PROKKA_49125_CDS___ribosomal RNA large subunit methyltransferase_BROSI_A2075_
PROKKA_49126,CDS,,,hypothetical protein,,,270,426,105,103,,PROKKA_49126_CDS___hypothetical protein__
PROKKA_49127,CDS,,,kef-type K+ transport systems NAD-binding component,BROSI_A1606,,87,176,35,68,,PROKKA_49127_CDS___kef-type K+ transport systems NAD-binding component_BROSI_A1606_
PROKKA_49128,CDS,,,hypothetical protein,,,254,396,132,144,,PROKKA_49128_CDS___hypothetical protein__
PROKKA_49129,CDS,,,hypothetical protein,,,218,323,242,426,,PROKKA_49129_CDS___hypothetical protein__
PROKKA_49130,CDS,,,hypothetical protein,,,518,936,235,308,,PROKKA_49130_CDS___hypothetical protein__
PROKKA_49131,CDS,,,3-isopropylmalate dehydratase large subunit,BROSI_A0917,,115,179,12,43,,PROKKA_49131_CDS___3-isopropylmalate dehydratase large subunit_BROSI_A0917_
PROKKA_49132,CDS,,,lysine decarboxylase,SCALIN_C11_0010,,140,242,34,46,,PROKKA_49132_CDS___lysine decarboxylase_SCALIN_C11_0010_
PROKKA_49133,CDS,,,xylanase/chitin deacetylase,BROSI_A0914,,44,69,3,21,,PROKKA_49133_CDS___xylanase/chitin deacetylase_BROSI_A0914_
PROKKA_49134,CDS,,,succinate dehydrogenase/fumarate reductase,BROSI_A0913,,177,276,44,39,,PROKKA_49134_CDS___succinate dehydrogenase/fumarate reductase_BROSI_A0913_
PROKKA_49135,CDS,,,signal recognition particle GTPase,BROSI_A0912,,281,466,119,114,,PROKKA_49135_CDS___signal recognition particle GTPase_BROSI_A0912_
PROKKA_49136,CDS,,,PHP domain protein,BROSI_A0911,,315,484,72,93,,PROKKA_49136_CDS___PHP domain protein_BROSI_A0911_
PROKKA_49137,CDS,,,riboflavin synthase beta chain,BROSI_A0910,,627,1113,185,216,,PROKKA_49137_CDS___riboflavin synthase beta chain_BROSI_A0910_
PROKKA_49138,CDS,,,Sec-independent protein translocase protein,BROSI_A3050,,75,113,27,28,,PROKKA_49138_CDS___Sec-independent protein translocase protein_BROSI_A3050_
PROKKA_49139,CDS,,,outer membrane lipoprotein,BROSI_A2096,,25,44,6,19,,PROKKA_49139_CDS___outer membrane lipoprotein_BROSI_A2096_
PROKKA_49140,CDS,,,starvation-inducible outer membrane lipoprotein,BROSI_A0811,,50,67,19,43,,PROKKA_49140_CDS___starvation-inducible outer membrane lipoprotein_BROSI_A0811_
PROKKA_49141,CDS,,,starvation-inducible outer membrane lipoprotein,BROSI_A0811,,75,107,14,52,,PROKKA_49141_CDS___starvation-inducible outer membrane lipoprotein_BROSI_A0811_
PROKKA_49142,CDS,,,ribosomal RNA small subunitmethyltransferase B,BROSI_A0809,,637,1058,276,350,,PROKKA_49142_CDS___ribosomal RNA small subunitmethyltransferase B_BROSI_A0809_
PROKKA_49143,CDS,,,hypothetical protein,,,244,389,79,84,,PROKKA_49143_CDS___hypothetical protein__
PROKKA_49144,CDS,,,methionyl-tRNA formyltransferase,BROSI_A0807,,1683,2723,901,1057,,PROKKA_49144_CDS___methionyl-tRNA formyltransferase_BROSI_A0807_
PROKKA_49145,CDS,,,formylmethionine deformylase,BROSI_A0806,,1354,2393,449,680,,PROKKA_49145_CDS___formylmethionine deformylase_BROSI_A0806_
PROKKA_49146,CDS,,,peptidase M50 family protein,BROSI_A3349,,158,260,36,70,,PROKKA_49146_CDS___peptidase M50 family protein_BROSI_A3349_
PROKKA_49147,CDS,,,thymidylate kinase,BROSI_A1727,,88,129,21,55,,PROKKA_49147_CDS___thymidylate kinase_BROSI_A1727_
PROKKA_49148,CDS,,,cobalamin synthesis protein,BROSI_A1726,,80,139,27,59,,PROKKA_49148_CDS___cobalamin synthesis protein_BROSI_A1726_
PROKKA_49149,CDS,,,cobalamin synthesis protein,BROSI_A1726,,139,220,166,196,,PROKKA_49149_CDS___cobalamin synthesis protein_BROSI_A1726_
PROKKA_49150,CDS,,,hypothetical protein,,,15,18,21,16,,PROKKA_49150_CDS___hypothetical protein__
PROKKA_50726,CDS,,,hypothetical protein,,,8,2,2,9,,PROKKA_50726_CDS___hypothetical protein__
PROKKA_50727,CDS,,,hypothetical protein,,,22,14,1,6,,PROKKA_50727_CDS___hypothetical protein__
PROKKA_50728,CDS,,,hypothetical protein,,,39,46,6,8,,PROKKA_50728_CDS___hypothetical protein__
PROKKA_50729,CDS,,,thiol:disulfide interchange protein,BROSI_A3335,,226,366,76,110,,PROKKA_50729_CDS___thiol:disulfide interchange protein_BROSI_A3335_
PROKKA_50730,CDS,,,hypothetical protein,,,83,140,10,39,,PROKKA_50730_CDS___hypothetical protein__
PROKKA_50731,CDS,,,membrane protein,BROSI_A3788,,42,69,8,17,,PROKKA_50731_CDS___membrane protein_BROSI_A3788_
PROKKA_50732,CDS,,,hypothetical protein,,,115,192,60,98,,PROKKA_50732_CDS___hypothetical protein__
PROKKA_50733,CDS,,,cysteine desulfurase family protein,BROSI_A3790,,187,355,48,77,,PROKKA_50733_CDS___cysteine desulfurase family protein_BROSI_A3790_
PROKKA_50734,CDS,,,methionine-R-sulfoxide reductase/methionine-S-sulfoxide reductase,SCALIN_C35_0013,,92,162,34,56,,PROKKA_50734_CDS___methionine-R-sulfoxide reductase/methionine-S-sulfoxide reductase_SCALIN_C35_0013_
PROKKA_50735,CDS,,,class I peptide chain release factor,BROSI_A0165,,114,255,56,73,,PROKKA_50735_CDS___class I peptide chain release factor_BROSI_A0165_
PROKKA_50736,CDS,,,peptidyl-prolyl cis-trans isomerase,BROSI_A0166,,149,255,77,177,,PROKKA_50736_CDS___peptidyl-prolyl cis-trans isomerase_BROSI_A0166_
PROKKA_50737,CDS,pntB_9,1.6.1.2,NAD(P) transhydrogenase subunit beta,,,150,232,69,133,,PROKKA_50737_CDS_pntB_9_1.6.1.2_NAD(P) transhydrogenase subunit beta__
PROKKA_50738,CDS,,,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase,BROSI_A0167,,91,123,26,20,,PROKKA_50738_CDS___nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase_BROSI_A0167_
PROKKA_50739,CDS,,,general secretory system type II protein ATPase component,BROSI_A0168,,217,361,32,28,,PROKKA_50739_CDS___general secretory system type II protein ATPase component_BROSI_A0168_
PROKKA_50740,CDS,,,general secretory system type II protein ATPase component,BROSI_A0169,pilus assembly,138,238,60,123,,PROKKA_50740_CDS___general secretory system type II protein ATPase component_BROSI_A0169_pilus assembly
PROKKA_50741,CDS,,,general secretory system type II protein membrane component,BROSI_A0170,pilus assembly,49,91,15,34,,PROKKA_50741_CDS___general secretory system type II protein membrane component_BROSI_A0170_pilus assembly
PROKKA_50742,CDS,,,general secretion pathway protein H,BROSI_A0171,,9,21,4,10,,PROKKA_50742_CDS___general secretion pathway protein H_BROSI_A0171_
PROKKA_50743,CDS,,,hypothetical protein,,,26,31,5,5,,PROKKA_50743_CDS___hypothetical protein__
PROKKA_50744,CDS,,,hypothetical protein,,,127,180,13,20,,PROKKA_50744_CDS___hypothetical protein__
PROKKA_50745,CDS,,,hypothetical protein,,,254,474,98,141,,PROKKA_50745_CDS___hypothetical protein__
PROKKA_50746,CDS,,,ADP-ribose pyrophosphatase,BROSI_A0175,,58,114,17,19,,PROKKA_50746_CDS___ADP-ribose pyrophosphatase_BROSI_A0175_
PROKKA_50747,CDS,,,putative silver efflux pump,BROSI_A3448,,285,421,114,170,,PROKKA_50747_CDS___putative silver efflux pump_BROSI_A3448_
PROKKA_50748,CDS,,,membrane-fusion protein,BROSI_A3447,,102,168,106,101,,PROKKA_50748_CDS___membrane-fusion protein_BROSI_A3447_
PROKKA_50749,CDS,,,hypothetical protein,,,37,52,63,159,,PROKKA_50749_CDS___hypothetical protein__
PROKKA_50750,CDS,,,hypothetical protein,,,6,7,5,2,,PROKKA_50750_CDS___hypothetical protein__
PROKKA_50751,CDS,,,metal ion efflux outer membrane protein,BROSI_A3442,,35,66,29,22,,PROKKA_50751_CDS___metal ion efflux outer membrane protein_BROSI_A3442_
PROKKA_50752,CDS,,,hypothetical protein,,,38,44,3,20,,PROKKA_50752_CDS___hypothetical protein__
PROKKA_50753,CDS,,,hypothetical protein,,,77,119,14,48,,PROKKA_50753_CDS___hypothetical protein__
PROKKA_50754,CDS,,,type I phosphodiesterase/nucleotide pyrophosphatase,BROSI_A2651,,55,56,12,33,,PROKKA_50754_CDS___type I phosphodiesterase/nucleotide pyrophosphatase_BROSI_A2651_
PROKKA_50755,tRNA,,,tRNA-Thr(cgt),,,51,74,20,20,,PROKKA_50755_tRNA___tRNA-Thr(cgt)__
PROKKA_50756,CDS,,,2-dehydro-3-deoxyphosphooctonate aldolase,BROSI_A2633,,243,419,82,152,,PROKKA_50756_CDS___2-dehydro-3-deoxyphosphooctonate aldolase_BROSI_A2633_
PROKKA_50757,CDS,,,hypothetical protein,,,99,165,12,21,,PROKKA_50757_CDS___hypothetical protein__
PROKKA_50758,CDS,,,precorrin-4 C11-methyltransferase,BROSI_A2631,,368,577,68,109,,PROKKA_50758_CDS___precorrin-4 C11-methyltransferase_BROSI_A2631_
PROKKA_50759,CDS,,,3-isopropylmalate dehydrogenase,BROSI_A3757,,404,721,82,90,,PROKKA_50759_CDS___3-isopropylmalate dehydrogenase_BROSI_A3757_
PROKKA_50760,CDS,,,acid phosphatase,BROSI_A3750,,96,133,15,20,,PROKKA_50760_CDS___acid phosphatase_BROSI_A3750_
PROKKA_50761,CDS,,,thiamine-monophosphate kinase,BROSI_A2342,,81,142,33,54,,PROKKA_50761_CDS___thiamine-monophosphate kinase_BROSI_A2342_
PROKKA_50762,CDS,,,hypothetical protein,,,77,119,17,26,,PROKKA_50762_CDS___hypothetical protein__
PROKKA_50763,CDS,,,IMP dehydrogenase,BROSI_A2483,,1919,3490,699,932,,PROKKA_50763_CDS___IMP dehydrogenase_BROSI_A2483_
PROKKA_50764,CDS,,,poly(A) polymerase,BROSI_A2484,,837,1534,156,173,,PROKKA_50764_CDS___poly(A) polymerase_BROSI_A2484_
PROKKA_50765,CDS,,,hypothetical protein,,,68,127,16,33,,PROKKA_50765_CDS___hypothetical protein__
PROKKA_50766,CDS,,,peptidase M22 glycoprotease,BROSI_A2572,,183,326,42,45,,PROKKA_50766_CDS___peptidase M22 glycoprotease_BROSI_A2572_
PROKKA_50767,CDS,,,hypothetical protein,,,115,171,7,28,,PROKKA_50767_CDS___hypothetical protein__
PROKKA_50768,CDS,,,"dTDP-D-glucose 4,6-dehydratase",BROSI_A2555,,103,177,26,36,,"PROKKA_50768_CDS___dTDP-D-glucose 4,6-dehydratase_BROSI_A2555_"
PROKKA_50769,CDS,,,hypothetical protein,,,12,27,2,1,,PROKKA_50769_CDS___hypothetical protein__
PROKKA_50770,CDS,,,hypothetical protein,,,6,16,3,6,,PROKKA_50770_CDS___hypothetical protein__
PROKKA_50771,CDS,,,ATP synthase epsilon chain,BROSI_A2554,,83,99,12,11,,PROKKA_50771_CDS___ATP synthase epsilon chain_BROSI_A2554_
PROKKA_50772,CDS,,,F-type H+-transporting ATPase subunit beta,BROSI_A2553,,1189,2277,343,285,,PROKKA_50772_CDS___F-type H+-transporting ATPase subunit beta_BROSI_A2553_
PROKKA_50773,CDS,,,F-type H+-transporting ATPase subunit gamma,BROSI_A2552,,280,544,15,38,,PROKKA_50773_CDS___F-type H+-transporting ATPase subunit gamma_BROSI_A2552_
PROKKA_50774,CDS,,,F-type H+-transporting ATPase subunit alpha,BROSI_A2551,,1796,3110,224,205,,PROKKA_50774_CDS___F-type H+-transporting ATPase subunit alpha_BROSI_A2551_
PROKKA_50775,CDS,,,F0F1-type ATP synthase delta subunit,BROSI_A2550,,227,385,6,39,,PROKKA_50775_CDS___F0F1-type ATP synthase delta subunit_BROSI_A2550_
PROKKA_50776,CDS,,,F0F1-type ATP synthase subunit B,BROSI_A2549,,259,439,8,22,,PROKKA_50776_CDS___F0F1-type ATP synthase subunit B_BROSI_A2549_
PROKKA_50777,CDS,,,F-type H+-transporting ATPase subunit C,BROSI_A2548,,421,673,12,19,,PROKKA_50777_CDS___F-type H+-transporting ATPase subunit C_BROSI_A2548_
PROKKA_50778,CDS,,,F-type H+-transporting ATPase subunit A,BROSI_A2547,,513,1002,49,60,,PROKKA_50778_CDS___F-type H+-transporting ATPase subunit A_BROSI_A2547_
PROKKA_50779,CDS,,,hypothetical protein,,,141,255,5,19,,PROKKA_50779_CDS___hypothetical protein__
PROKKA_50780,CDS,,,hypothetical protein,,,39,42,1,1,,PROKKA_50780_CDS___hypothetical protein__
PROKKA_50781,CDS,,,hypothetical protein,,,342,497,47,145,,PROKKA_50781_CDS___hypothetical protein__
PROKKA_50782,CDS,,,glutamate-1-semialdehyde aminomutase,BROSI_A2543,,426,783,101,97,,PROKKA_50782_CDS___glutamate-1-semialdehyde aminomutase_BROSI_A2543_
PROKKA_50783,CDS,,,phosphoribosylglycinamide formyltransferase,BROSI_A2542,,115,173,34,83,,PROKKA_50783_CDS___phosphoribosylglycinamide formyltransferase_BROSI_A2542_
PROKKA_50784,CDS,,,peptidase M16 family,BROSI_A2539,,131,247,39,82,,PROKKA_50784_CDS___peptidase M16 family_BROSI_A2539_
PROKKA_50785,CDS,,,protein contains FOG: TPR repeat,BROSI_A2538,,255,427,86,153,,PROKKA_50785_CDS___protein contains FOG: TPR repeat_BROSI_A2538_
PROKKA_50786,CDS,,,NAD-dependent aldehyde dehydrogenase,SCALIN_C27_0083,,49,77,7,15,,PROKKA_50786_CDS___NAD-dependent aldehyde dehydrogenase_SCALIN_C27_0083_
PROKKA_50787,CDS,,,hydrogenase maturation protein,BROSI_A2901,,151,183,15,30,,PROKKA_50787_CDS___hydrogenase maturation protein_BROSI_A2901_
PROKKA_50788,CDS,,,LmbE family protein,BROSI_A2902,,229,446,62,89,,PROKKA_50788_CDS___LmbE family protein_BROSI_A2902_
PROKKA_50789,CDS,,,DNA repair photolyase,BROSI_A2429,,70,138,38,45,,PROKKA_50789_CDS___DNA repair photolyase_BROSI_A2429_
PROKKA_50791,CDS,,,radical SAM domain-containing protein,BROSI_A1390,,62,105,35,91,,PROKKA_50791_CDS___radical SAM domain-containing protein_BROSI_A1390_
PROKKA_50792,CDS,,,hypothetical protein,,,13,24,11,22,,PROKKA_50792_CDS___hypothetical protein__
PROKKA_50793,CDS,,,hypothetical protein,,,143,258,149,201,,PROKKA_50793_CDS___hypothetical protein__
PROKKA_50794,CDS,,,hypothetical protein,,,36,57,5,6,,PROKKA_50794_CDS___hypothetical protein__
PROKKA_50795,CDS,,,lactate dehydrogenase,BROSI_A3162,,58,91,19,39,,PROKKA_50795_CDS___lactate dehydrogenase_BROSI_A3162_
PROKKA_50796,CDS,,,signal transduction histidine kinase,BROSI_A3161,,65,141,24,46,,PROKKA_50796_CDS___signal transduction histidine kinase_BROSI_A3161_
PROKKA_50797,CDS,,,histone acetyltransferase HPA2,BROSI_A3160,,31,55,10,19,,PROKKA_50797_CDS___histone acetyltransferase HPA2_BROSI_A3160_
PROKKA_50798,CDS,,,hypothetical protein,,,102,161,14,40,,PROKKA_50798_CDS___hypothetical protein__
PROKKA_50799,CDS,,,major facilitator superfamily MFS_1,BROSI_A3152,,66,189,51,52,,PROKKA_50799_CDS___major facilitator superfamily MFS_1_BROSI_A3152_
PROKKA_50800,CDS,,,SLEI family protein,SCALIN_C28_0204,,127,179,21,56,,PROKKA_50800_CDS___SLEI family protein_SCALIN_C28_0204_
PROKKA_50801,CDS,,,proton-dependent oligopeptide transporter POT family,BROSI_A2598,,43,60,7,23,,PROKKA_50801_CDS___proton-dependent oligopeptide transporter POT family_BROSI_A2598_
PROKKA_50802,CDS,,,anti-anti-sigma regulatory factor,BROSI_A2596,,24,28,4,11,,PROKKA_50802_CDS___anti-anti-sigma regulatory factor_BROSI_A2596_
PROKKA_50803,CDS,,,hypothetical histidine kinase protein,BROSI_A2595,,101,139,20,64,,PROKKA_50803_CDS___hypothetical histidine kinase protein_BROSI_A2595_
PROKKA_50804,CDS,,,sigma-54 dependent DNA-binding response regulator,BROSI_A2594,,81,129,39,56,,PROKKA_50804_CDS___sigma-54 dependent DNA-binding response regulator_BROSI_A2594_
PROKKA_50805,CDS,,,TPR repeat-containing protein,BROSI_A1392,,24,23,10,23,,PROKKA_50805_CDS___TPR repeat-containing protein_BROSI_A1392_
PROKKA_50806,CDS,,,anti-sigma-28 factor,SCALIN_C05_0149,,75,154,7,21,,PROKKA_50806_CDS___anti-sigma-28 factor_SCALIN_C05_0149_
PROKKA_50807,CDS,,,multi-sensor hybrid histidine kinase,BROSI_A2590,,239,333,93,201,,PROKKA_50807_CDS___multi-sensor hybrid histidine kinase_BROSI_A2590_
PROKKA_50808,CDS,,,hypothetical protein,,,25,25,5,9,,PROKKA_50808_CDS___hypothetical protein__
PROKKA_50809,CDS,,,ATPases of the AAA+ class,SCALIN_C10_0067,,147,228,54,73,,PROKKA_50809_CDS___ATPases of the AAA+ class_SCALIN_C10_0067_
PROKKA_51819,CDS,,,prolipoprotein diacylglyceryl transferase,BROSI_C0004,,259,444,72,88,,PROKKA_51819_CDS___prolipoprotein diacylglyceryl transferase_BROSI_C0004_
PROKKA_51820,CDS,,,aspartate 1-decarboxylase,BROSI_C0003,,190,272,43,108,,PROKKA_51820_CDS___aspartate 1-decarboxylase_BROSI_C0003_
PROKKA_51821,CDS,,,cytochrome c mono- and diheme variants,BROSI_C0002,,55,90,13,31,,PROKKA_51821_CDS___cytochrome c mono- and diheme variants_BROSI_C0002_
PROKKA_51822,CDS,,,adenylosuccinate synthase,BROSI_A2424,,453,954,117,138,,PROKKA_51822_CDS___adenylosuccinate synthase_BROSI_A2424_
PROKKA_51823,CDS,,,undecaprenyl diphosphate synthase,BROSI_A2423,,249,446,28,71,,PROKKA_51823_CDS___undecaprenyl diphosphate synthase_BROSI_A2423_
PROKKA_51824,CDS,,,phosphatidate cytidylyltransferase,BROSI_A2422,,423,672,77,116,,PROKKA_51824_CDS___phosphatidate cytidylyltransferase_BROSI_A2422_
PROKKA_51825,CDS,,,phosphate starvation-inducible protein PhoH,BROSI_A2421,,326,619,80,135,,PROKKA_51825_CDS___phosphate starvation-inducible protein PhoH_BROSI_A2421_
PROKKA_51826,CDS,,,metal-dependent hydrolase,BROSI_A2420,,46,97,4,6,,PROKKA_51826_CDS___metal-dependent hydrolase_BROSI_A2420_
PROKKA_51827,CDS,,,DNA repair protein,BROSI_A2419,,53,102,7,9,,PROKKA_51827_CDS___DNA repair protein_BROSI_A2419_
PROKKA_51828,CDS,,,putative lipoprotein,BROSI_A2418,,105,150,11,26,,PROKKA_51828_CDS___putative lipoprotein_BROSI_A2418_
PROKKA_51829,CDS,,,hypothetical protein,,,75,142,12,17,,PROKKA_51829_CDS___hypothetical protein__
PROKKA_51830,CDS,,,dihydropteroate synthase,BROSI_A2416,,164,232,23,30,,PROKKA_51830_CDS___dihydropteroate synthase_BROSI_A2416_
PROKKA_51831,CDS,,,hypothetical protein,,,230,361,56,68,,PROKKA_51831_CDS___hypothetical protein__
PROKKA_51832,CDS,,,hypothetical protein,,,106,219,16,24,,PROKKA_51832_CDS___hypothetical protein__
PROKKA_51833,CDS,,,pyridoxine 5-phosphate synthase,BROSI_A2413,,334,670,53,60,,PROKKA_51833_CDS___pyridoxine 5-phosphate synthase_BROSI_A2413_
PROKKA_51834,CDS,,,amino-acid N-acetyltransferase,BROSI_A2450,,73,131,2,3,,PROKKA_51834_CDS___amino-acid N-acetyltransferase_BROSI_A2450_
PROKKA_51835,CDS,,,TatD DNase family protein,BROSI_A2451,,394,666,77,64,,PROKKA_51835_CDS___TatD DNase family protein_BROSI_A2451_
PROKKA_51836,CDS,,,putative endonuclease,BROSI_A2452,,179,303,14,23,,PROKKA_51836_CDS___putative endonuclease_BROSI_A2452_
PROKKA_51837,CDS,,,ribosomal protein L19,BROSI_A2453,,391,687,26,43,,PROKKA_51837_CDS___ribosomal protein L19_BROSI_A2453_
PROKKA_51838,CDS,,,tRNA guanine-N1-methyltransferase,BROSI_A2454,,635,1205,127,130,,PROKKA_51838_CDS___tRNA guanine-N1-methyltransferase_BROSI_A2454_
PROKKA_51839,CDS,,,ribosomal protein S16,BROSI_A2455,,217,372,17,34,,PROKKA_51839_CDS___ribosomal protein S16_BROSI_A2455_
PROKKA_51840,CDS,,,signal recognition particle subunit SRP54,BROSI_A2456,,726,1246,264,254,,PROKKA_51840_CDS___signal recognition particle subunit SRP54_BROSI_A2456_
PROKKA_51841,CDS,,,ribosomal protein L31,BROSI_A2457,,127,208,9,55,,PROKKA_51841_CDS___ribosomal protein L31_BROSI_A2457_
PROKKA_51842,CDS,,,peptide chain release factor RF-1,BROSI_A2458,,1294,2443,453,413,,PROKKA_51842_CDS___peptide chain release factor RF-1_BROSI_A2458_
PROKKA_51843,CDS,,,methylase of polypeptide chain release factors,BROSI_A2459,,154,234,35,43,,PROKKA_51843_CDS___methylase of polypeptide chain release factors_BROSI_A2459_
PROKKA_51844,CDS,,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,BROSI_A2460,,147,277,42,41,,PROKKA_51844_CDS___UDP-N-acetylglucosamine 1-carboxyvinyltransferase_BROSI_A2460_
PROKKA_51845,CDS,,,sensory response regulator with diguanylate cyclase domain,BROSI_A2154,,172,214,55,95,,PROKKA_51845_CDS___sensory response regulator with diguanylate cyclase domain_BROSI_A2154_
PROKKA_51846,CDS,,,hypothetical protein,,,2,1,1,2,,PROKKA_51846_CDS___hypothetical protein__
PROKKA_51847,CDS,,,phosphopentomutase,BROSI_A2528,,6,20,6,6,,PROKKA_51847_CDS___phosphopentomutase_BROSI_A2528_
PROKKA_51848,CDS,,,nitrogen regulatory bacterial protein IIA,BROSI_A2527,,102,141,15,51,,PROKKA_51848_CDS___nitrogen regulatory bacterial protein IIA_BROSI_A2527_
PROKKA_51849,CDS,,,hemolysins containing CBS domains,BROSI_A2526,,77,118,11,20,,PROKKA_51849_CDS___hemolysins containing CBS domains_BROSI_A2526_
PROKKA_51850,CDS,,,SAM-dependent methyltransferase,BROSI_A2524,,583,973,170,161,,PROKKA_51850_CDS___SAM-dependent methyltransferase_BROSI_A2524_
PROKKA_51851,CDS,,,regulator protein,SCALIN_C04_0069,cell morphogenesis and NO signaling,660,1036,117,257,,PROKKA_51851_CDS___regulator protein_SCALIN_C04_0069_cell morphogenesis and NO signaling
PROKKA_51852,CDS,,,response regulator containing a CheY-like receiver domain and a GGDEF domain,BROSI_A2241,,16,21,13,10,,PROKKA_51852_CDS___response regulator containing a CheY-like receiver domain and a GGDEF domain_BROSI_A2241_
PROKKA_51853,CDS,,,ABC transporter related protein,BROSI_A3104,,365,571,117,170,,PROKKA_51853_CDS___ABC transporter related protein_BROSI_A3104_
PROKKA_51854,CDS,,,hypothetical protein,,,124,168,16,45,,PROKKA_51854_CDS___hypothetical protein__
PROKKA_51855,CDS,,,hypothetical protein,,,106,235,83,55,,PROKKA_51855_CDS___hypothetical protein__
PROKKA_51856,CDS,,,hypothetical protein,,,10,12,1,0,,PROKKA_51856_CDS___hypothetical protein__
PROKKA_51857,CDS,,,organic radical activating enzymes,BROSI_A3105,,174,274,91,210,,PROKKA_51857_CDS___organic radical activating enzymes_BROSI_A3105_
PROKKA_51858,CDS,,,queuosine biosynthesis protein,BROSI_A3106,,384,694,176,202,,PROKKA_51858_CDS___queuosine biosynthesis protein_BROSI_A3106_
PROKKA_51859,CDS,,,cation transport ATPase,BROSI_A0309,,36,42,12,17,,PROKKA_51859_CDS___cation transport ATPase_BROSI_A0309_
PROKKA_51860,CDS,,,hypothetical protein,,,16,26,9,5,,PROKKA_51860_CDS___hypothetical protein__
PROKKA_51861,CDS,,,putative histidine kinase,BROSI_A2401,,260,343,89,202,,PROKKA_51861_CDS___putative histidine kinase_BROSI_A2401_
PROKKA_51862,CDS,,,dihydroorotate oxidase,BROSI_A3663,,213,477,65,42,,PROKKA_51862_CDS___dihydroorotate oxidase_BROSI_A3663_
PROKKA_51863,CDS,,,dihydroorotate dehydrogenase electron transfer subunit,BROSI_A3664,,42,80,9,16,,PROKKA_51863_CDS___dihydroorotate dehydrogenase electron transfer subunit_BROSI_A3664_
PROKKA_51864,CDS,,,1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate (AIR) carboxylase,BROSI_A3741,,132,246,59,73,,PROKKA_51864_CDS___1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate (AIR) carboxylase_BROSI_A3741_
